cibil_score,annual_income,employment_years,loan_amount,loan_term_months,residential_assets,commercial_assets,existing_liabilities,loan_status
854,1769213,10.6,198874,48,2997218,4986315,2724138,0
796,2138685,13.9,132060,48,4974353,2365768,2122540,0
499,624273,5.0,2959845,12,157661,697269,1271191,1
797,1705601,5.7,3727127,120,5296820,3599452,1600189,0
401,1393714,6.9,1203177,24,844163,3202811,1954709,0
474,4055449,23.4,3744856,24,3018280,4793284,2417703,1
427,480389,23.1,1837927,120,6980728,2525800,686695,0
380,2242151,11.5,281919,48,2691655,14156,2618956,1
354,3992143,5.2,2147471,12,5584098,4503911,2403981,0
412,4201264,3.3,3896192,48,2812309,3375198,264474,0
372,2660254,2.6,1037821,60,7218755,4000911,809012,0
528,1268129,11.7,3844505,12,7609412,593203,707423,0
342,1817536,1.4,2625244,84,7272109,2285919,1739408,1
336,1266997,10.0,1614507,60,3161961,2289825,625896,0
894,3377838,28.8,2789097,12,2540005,1338000,900742,0
352,1604676,15.2,1632986,60,4849059,4233911,567530,0
344,3227103,24.7,385985,24,6533521,940231,202207,0
318,3347332,3.9,3489515,84,4182746,357479,1378079,1
379,4711386,8.0,1527012,36,5904588,1171626,958988,0
617,1977684,28.4,2284767,24,7009775,4948068,1513552,0
797,4814051,11.5,2990291,48,6016082,567234,636092,0
741,2123439,19.5,377472,48,2952934,2904179,859110,0
648,3467282,29.3,2900469,36,1998753,915507,2678022,1
351,3375774,16.5,1492711,120,3473155,1974967,2415084,0
765,4125517,9.2,2201183,60,4601390,2759222,798486,0
322,2451732,16.0,1855624,48,6742355,97551,485351,0
679,4003641,1.6,3121816,24,2405091,1206006,2923270,1
546,1905616,3.4,790803,48,1287661,2934115,2042610,0
830,2558257,0.2,475197,12,2524159,72504,1477037,0
484,2598436,26.5,1673265,120,4754356,2474452,2098160,0
683,3581400,20.1,516934,12,1856924,3018003,663195,0
564,3168065,8.9,1008760,60,3199266,1076585,1284396,0
613,575643,6.6,2647083,36,2053679,810887,1174032,1
864,4083513,20.5,3284114,84,7886333,2452238,2162614,0
728,3838501,27.6,2788669,36,4100049,3593182,550293,0
549,701850,9.0,1304996,12,5771073,63946,1467273,0
568,4816799,9.6,3267381,120,4162417,1688903,2501050,1
723,3371458,25.6,1654049,84,84450,4997389,588985,0
507,607878,26.8,765095,12,2111163,1678452,359907,1
400,2558701,27.4,3037174,12,6715792,1660572,2463647,1
581,4213356,8.8,2091248,48,4090064,3688402,2620584,0
341,1543178,3.6,1513811,120,5625437,2401111,1291700,0
401,4678305,13.2,2660284,60,6093359,1956445,137751,0
552,2208343,8.9,2912792,12,4487687,3923891,1622078,0
778,1285706,26.5,933613,60,4619735,153896,898824,0
769,1910963,1.1,513233,36,1889028,3563892,1762284,0
456,2719094,19.0,2091865,60,1994361,1903285,419660,0
553,3503025,27.2,253553,36,1194533,4442796,2415460,0
392,4653720,29.3,2571858,12,2380817,3624694,2055797,0
753,1135498,19.5,1787264,12,5027197,4706629,1935663,0
448,4809085,28.5,897075,60,7427472,643801,1536965,0
780,2732965,2.3,2414425,60,3519522,945889,660645,0
806,813835,10.8,1533475,36,4816087,4515656,2818019,1
714,4647047,0.3,1584256,12,6892963,1951999,797333,0
498,1875220,29.4,904538,84,5418849,4077828,1098542,0
872,3178808,27.1,2720538,24,2098988,3434085,2778798,0
712,3551094,0.8,3616625,24,2249487,2498637,122247,1
688,264352,0.5,2493787,48,5100160,225121,375286,0
814,1263481,11.0,985355,84,2302482,369363,2284977,0
829,3494991,7.8,3341891,120,1990744,3584725,1103878,0
346,1758899,25.4,527296,60,4735355,486686,1738502,0
829,244790,4.8,1194608,120,5090537,24417,1741605,0
759,311797,23.7,188863,60,2026479,1097649,2482306,0
424,4166943,16.6,3401131,84,386757,4570443,1860859,1
484,936904,11.3,227566,24,6144764,3132502,1278416,0
752,682037,4.4,2207689,12,3133659,3590847,1647764,1
430,2899182,29.9,806765,60,5064170,3260824,2214544,0
571,770895,18.5,888217,120,1381485,2827496,1137336,0
714,3334832,13.2,2452424,84,2515288,1281819,513197,0
690,2811660,11.1,3224915,36,4847472,2144505,1458925,0
846,3314777,27.2,119717,48,992856,2724034,2998580,0
367,2559702,24.6,676597,12,2533824,4940124,336471,0
477,3936131,24.3,1182638,36,5751280,4496027,520941,0
891,3294823,18.5,3777051,60,6172261,3682559,2985308,0
641,2193351,26.6,279759,24,2823721,4066422,2489402,0
449,273819,9.0,755080,48,916754,4036465,351094,1
474,1512755,21.1,1644452,36,208045,3338674,637314,0
503,830868,12.1,1336139,48,4449705,4126925,2072470,1
633,274787,18.0,241878,84,5548625,366450,2347524,0
471,1511218,29.9,2183766,120,4749423,109374,2201851,1
673,1191823,29.5,2449790,36,3241650,2221384,2583758,1
567,568353,15.4,749116,84,176832,273421,1520271,1
666,1699461,17.2,2769276,60,1809633,1697040,2629923,1
393,2631513,26.9,274127,120,287885,991825,1788015,0
674,1055393,29.6,2938784,84,3697946,4788411,1427155,0
855,1510933,23.4,1073669,48,2465921,3276088,1909308,0
381,296693,2.0,936156,60,567937,209849,1286439,1
496,441941,9.7,825743,36,4872604,3119746,1819179,1
716,955748,26.9,3480576,60,2962521,3662332,2501374,1
671,2374034,23.1,2033314,60,7701040,1625818,2874598,0
705,3397278,22.3,2776638,60,3339178,4413773,1738468,0
636,3984027,20.0,855630,12,726268,4864994,17196,0
710,3222010,12.5,273768,48,5640604,4903360,1863831,0
666,3160879,12.1,200842,60,5625302,465533,755693,0
344,4691282,24.3,1791028,24,7434152,2245126,708201,0
751,1427079,8.8,1339468,84,5541729,3883601,2643611,0
568,4031208,20.5,3082638,84,2894191,2213995,1338471,0
330,4696982,21.8,3164211,48,5355794,2404386,2371246,1
545,2925229,25.3,1278031,120,6385194,1641662,1108347,0
561,4234663,9.6,1762564,120,4129179,2094171,1820516,0
352,860270,22.3,1557157,48,6357431,3472759,1995965,1
898,4418159,3.2,2716581,120,7734608,127824,2679772,0
433,2907545,4.1,2536935,120,6038063,3996848,589450,1
498,1263364,12.5,2621757,12,4014201,3638998,1683656,1
565,495656,1.7,269149,120,3943358,693254,1217256,0
800,3655655,28.4,1384864,12,6706377,3857878,1391489,0
746,2268247,27.1,3869394,48,6983079,2607009,2546197,0
763,1688016,1.5,1400152,120,2100165,1594787,407469,0
442,2073241,25.1,739200,84,78253,2277188,1639337,0
808,4956864,15.3,838467,24,6450468,2584814,1163498,0
798,2253506,21.1,155354,60,1888287,1052677,2688132,0
578,578126,26.6,3134162,24,7972366,3032211,649250,0
628,1543164,17.3,71025,24,289242,3146125,697582,0
322,897746,3.5,2404693,120,7280688,1838226,272543,1
757,3491986,0.1,1628240,12,5424924,2302646,1319710,0
877,4041917,14.9,423997,120,2432574,3077910,32440,0
584,4236534,28.5,3542801,48,278282,2517901,1501249,1
624,3237837,17.2,2980769,12,6769260,2170635,670746,0
600,3888882,11.2,3288061,84,955200,4780984,1201702,0
349,2202994,0.9,3749786,12,762057,4390350,1815540,1
672,3213210,27.4,3652581,36,6320255,1898115,2053481,0
733,713479,9.8,2817568,24,5421661,3592566,183712,1
857,2784055,21.1,2158440,84,1019322,4050884,446159,0
858,2875844,20.8,2803144,36,2737170,552500,953306,0
595,349204,7.6,1822548,60,5331868,2958982,1558201,0
876,2831881,1.9,766213,12,5269361,3998016,2650530,0
617,3670083,11.6,1574151,60,2898082,286972,416317,0
685,1964436,9.5,1894287,60,3297992,1687528,203624,0
661,2815918,21.0,233351,36,637025,3989015,1887593,0
900,1573153,24.6,3397502,120,72265,4677843,2936657,1
743,1499557,6.7,3642609,48,7740211,4962029,2490745,0
372,821569,15.8,1708931,60,1850212,212980,1696329,1
343,1773642,1.2,2009896,24,7416867,137889,59991,1
546,4055334,6.4,3371836,120,339089,4055720,1728612,1
609,4690913,22.9,1847516,24,7918451,3671814,1370809,0
701,3251006,23.8,2768148,60,3418159,969209,1340855,1
589,3196939,23.3,2084912,12,6449483,653671,1478111,0
609,3146342,4.3,1120966,12,6720571,728746,1684558,0
853,2484380,16.5,3186911,12,2815647,4386338,2160763,0
501,2230571,12.7,811229,120,5903974,3823322,576371,0
596,3180424,29.7,936661,24,2672988,4741652,224159,0
634,3965123,19.6,2780990,120,6311298,568031,154296,0
581,2185963,28.1,2854108,60,7671982,3476279,1218062,0
881,2916282,4.4,3820144,12,6457597,4618448,1523830,0
878,2456875,13.5,2857541,48,5823193,2664364,2356444,0
608,1570463,23.1,147582,48,2975518,3870208,1300397,0
570,1593484,11.0,3405734,24,869517,3010315,1596434,1
653,578100,19.0,1684976,60,4048206,35052,2930165,1
408,2311296,15.4,84300,120,1037850,2144276,2249539,0
556,3619789,29.8,2337235,120,4067609,1306809,2072754,0
430,3490843,5.2,723062,48,6952746,417913,1092029,0
386,4931204,28.1,1693105,120,905668,2978020,456598,0
357,391721,12.0,1910635,120,7207809,4644218,2760263,1
652,3851155,14.0,343163,12,4785137,269486,1660475,0
300,4016132,15.9,3409635,60,375589,1645933,232035,1
688,2294886,8.0,2065879,84,5761438,3348200,1446865,0
559,1558302,28.9,3862212,12,343,1564239,273493,1
520,1914090,27.3,1886176,60,4887743,582542,2943961,1
762,3476287,29.2,2399731,120,4059769,956624,1585458,0
623,4338401,29.9,3258742,24,5967728,123227,2354908,0
740,3285082,20.1,887929,120,3009818,4962042,1412472,0
726,2668100,13.6,3640397,120,951130,2457477,59202,1
319,3332615,25.5,779109,60,3096883,4712823,1915403,0
429,538863,0.7,3983993,60,6091272,3428335,1959334,1
642,3119019,25.0,2575804,48,7629329,1747162,687168,0
886,402274,14.9,2099092,36,1665121,4712037,2149358,0
392,4803689,20.2,879773,48,2811037,1300027,678085,0
363,4468195,11.2,2297923,48,7014615,903191,2074720,0
865,2640052,11.1,2234695,48,2504224,4026848,2247329,0
881,1995589,1.0,3935731,84,1959450,2766689,412342,1
400,3715132,12.7,3347507,84,6652196,2113050,875295,0
541,3260396,12.3,1957430,36,3935939,2940915,489908,0
676,3586157,6.7,1589788,48,4666228,4838941,2181875,0
417,2674793,7.4,1579016,24,3898130,1400849,706666,1
496,1334084,17.5,1544965,24,4822561,4506084,1922121,0
537,551607,9.5,103657,36,2150802,4554150,1252736,0
685,1559868,24.9,192754,12,5855277,3797257,249981,0
485,2739195,3.3,3018072,84,2893677,786110,2648101,1
547,2235282,17.3,1053634,12,4188687,449621,2133389,1
474,2630558,4.8,1674590,36,1484774,601890,784918,0
756,1532950,15.8,2807856,24,90080,3510639,2638547,1
391,4701775,16.6,2449638,24,4560806,1999967,2126513,0
438,1960367,19.3,1473545,36,1110054,4936272,2449939,0
450,4261551,12.8,3022075,84,7304225,31398,534366,0
844,2076611,15.3,675280,120,7673938,1866463,26585,0
867,2329215,5.4,1916929,24,2532860,1320645,185409,0
600,3098550,13.9,467782,24,2310568,4407845,1619142,0
393,1463036,11.2,2149882,48,4064501,605931,2360017,1
754,1255472,20.0,425460,36,1632944,2040709,2740012,0
595,2020116,13.0,3769176,84,6895045,4333378,2882913,1
810,4060601,23.4,2653577,24,815785,4856620,1796177,0
516,894082,12.8,1019524,36,3619992,4581700,1893770,0
900,2300174,7.1,2469855,48,1511860,3267957,870978,0
785,3426161,8.2,1432451,36,6650083,814735,3474,0
434,3589972,1.4,2098158,60,1154216,482502,583634,0
736,2285152,16.2,711007,84,3571125,2055326,166685,0
472,590923,24.9,2026289,48,6668560,2395229,2054843,0
510,276350,23.1,471775,48,3521940,2570235,1509326,0
450,2455834,13.1,654890,120,1476409,248643,2313762,0
710,4088216,5.9,2356834,120,1257919,3376836,444248,0
457,335453,25.9,2027387,120,4838668,1975379,2737755,1
683,4459898,1.7,1209665,12,999830,543582,2158619,0
650,3444368,12.0,286754,84,2842396,4576906,2717150,0
751,238667,25.7,1722883,120,4891974,1784419,1945344,0
897,1849808,11.8,3707141,84,3036113,1161011,1017840,1
305,1258407,3.5,2846879,84,6618669,2461946,1878524,1
895,4756414,8.0,279208,36,5502688,4752839,1811631,0
365,2862955,18.0,3754651,84,1083252,4123383,542772,1
616,1755796,4.6,1722944,60,6536789,499615,304557,0
504,1534632,19.6,2324396,84,7280752,3433653,1950810,0
684,2906268,13.1,52255,36,1618282,3324058,283387,0
733,224454,10.0,1274838,84,2871038,4429873,301016,0
816,1435460,7.2,3155295,84,3161981,4828428,214405,0
541,993967,24.7,1356207,84,3402058,3729187,1866477,0
860,3176541,11.9,706372,24,3710441,3270768,2781433,0
493,3412275,22.2,408111,120,7155628,1768186,1491052,0
422,2441803,13.2,3703419,24,5210636,4495020,457297,0
527,872140,2.8,3260793,120,7170372,4715293,1537993,0
617,1979016,13.2,223712,12,2803929,4955153,1446979,0
701,4245922,15.2,3704635,24,4198871,4773257,1780083,0
800,1177709,13.7,3292110,60,850849,3209217,1299217,1
435,984164,24.5,1471689,48,2214119,4781480,1596336,1
482,735302,27.3,2643720,60,4671697,3911320,974313,1
864,4120231,23.6,1068900,36,1375515,1200967,2718495,0
564,775419,17.5,1036456,12,7682614,4903378,1613192,0
445,2991770,16.2,2872295,60,2172640,2136552,932344,1
892,4995393,19.3,849557,48,1291998,4367385,8372,0
569,3280698,8.6,1452954,48,6245019,1441327,2036133,0
892,2179091,24.4,1462828,36,720236,1803126,1140448,0
852,1192769,25.7,643521,120,2596726,4120927,747032,0
844,209262,8.0,3322192,84,1590004,2626925,1438032,1
649,946703,27.1,2711608,24,5556492,3387890,1455359,0
779,4774059,25.5,3454729,12,6745423,1600917,2409913,0
877,889297,12.7,2119514,24,1561606,3072071,1627725,1
461,295903,27.3,742377,12,3328164,2434625,2102890,1
322,4117147,3.6,1154068,60,3828029,4657794,1941265,0
492,2209213,0.8,1446120,60,5527611,2460487,2549286,1
682,1913581,10.4,3770749,48,2816850,444339,18628,1
628,3643893,17.0,988091,60,4183752,3683116,1128895,0
348,2710537,10.5,2787676,84,4028899,4769207,2146208,1
637,4590077,28.3,534439,84,90913,4414106,422716,0
404,2444475,7.6,3826107,48,4559562,503823,1325600,1
603,3621854,8.4,2603475,60,4542871,4992798,1203169,0
645,4418542,19.0,1751187,60,7927480,1735088,2416919,0
682,2425404,0.1,1416190,120,4080003,4169827,2889179,0
547,1564551,21.8,1450491,84,7199161,3151368,318997,0
545,4877322,11.3,940267,36,2792947,4865194,642982,0
707,1288610,29.3,2419224,120,5566932,1707381,2322633,1
750,388733,20.7,3470692,36,7213508,3039276,524266,0
785,2975134,1.6,1002763,84,1229947,3412682,1490853,0
500,4937083,2.8,3005856,120,4536292,772180,2833012,1
554,614904,2.6,2286427,84,7352229,3877093,2925897,1
498,4277080,28.6,3106357,12,4448020,716950,2849770,1
617,4186077,20.5,3090566,24,7140689,4142529,403202,0
376,4658865,12.8,204823,84,3359030,631425,447710,0
558,2223501,6.0,133811,12,7093628,896718,528048,0
413,1422907,26.2,3664766,12,5030747,2474120,2308359,1
619,2658286,6.0,663936,24,3832135,910383,537082,0
811,883798,21.2,2320217,48,1719684,383489,1289227,1
892,4245682,22.9,3024682,12,1365653,261570,2455087,0
568,3383914,8.8,2040021,24,2310209,1431397,1476647,1
333,2519964,15.1,74347,36,6035226,2454259,2821789,0
436,2676125,6.7,91812,60,3744271,220155,1496064,0
362,3618185,11.4,2694721,48,3108120,687668,1139255,0
756,2711206,29.0,3595766,84,3734426,3058186,2905115,1
891,4231072,20.8,1406532,120,2756546,1592985,1641151,0
632,4638172,25.4,2198367,12,6457261,3788920,553983,0
406,4758993,16.2,3738381,60,3126256,4202172,1903370,1
312,3176388,7.2,3309357,24,3777224,151942,2319191,1
886,3764244,21.4,2185022,36,4472565,4743295,2515436,0
490,1693106,15.0,2639268,36,5170582,3418164,17022,0
367,382960,5.3,3847118,60,2668150,4110380,325153,1
406,2120319,12.4,3196940,24,586055,2390119,1885830,1
453,4384212,19.0,1692633,120,5519365,3241,2225734,1
694,840780,22.1,2787081,36,4480122,4426189,1958034,0
835,2819421,7.3,1349210,84,5181791,2840121,1148492,0
465,1123107,26.3,3687808,120,4348919,185606,2261119,1
713,2260505,11.4,419467,48,4070901,833300,1737587,0
339,888080,8.1,940662,12,7589070,1030203,2777888,1
306,3726775,5.9,1416744,60,431785,1878734,1103025,1
333,4089399,24.1,848295,36,738407,2211895,2261506,0
854,3840100,10.6,2400477,36,7492342,2139595,431332,0
649,3583393,14.5,2864539,48,7094664,4340794,2196432,0
783,1328734,6.7,3567243,36,3293570,4714704,2194962,1
313,2745656,20.6,2030509,24,4324960,3393717,761362,0
313,702971,23.4,2504343,120,3595626,3168694,184967,0
810,1996965,10.2,2416687,24,7976929,4320178,2978520,0
361,2627912,28.4,63459,48,3648260,1338275,229527,0
393,3408773,0.9,2848743,84,6079031,2790775,1405226,0
611,664651,4.0,141863,24,2920224,3213974,3355,0
664,4101946,17.7,2212341,60,3050586,1427601,1252350,0
437,2402743,21.0,3999212,120,5396703,4759328,2462881,0
567,4429920,7.5,3161389,84,3192870,1177591,1505633,1
705,2731882,16.6,2050588,12,111341,295795,719225,0
566,2825678,9.6,1309526,36,1383712,1616911,1182169,0
529,3524438,16.6,3356982,12,6988067,4079939,277036,0
343,4135449,19.8,3443013,60,2935033,1872830,1780913,1
571,956599,29.2,1503637,36,819512,1084487,12312,1
782,2654269,13.7,475321,120,7513286,4361158,1048874,0
676,343782,19.4,2349829,24,7997710,765539,182098,0
836,2477744,17.3,2554316,84,3997696,793801,719834,0
375,4104870,9.5,3739577,36,5024661,4494335,202299,0
306,4354073,7.6,3566024,120,6039432,1606636,2783985,1
629,1560897,29.6,954797,24,529971,9247,2316086,1
407,2054595,6.2,1048142,24,2373526,2167599,2783486,1
656,2847494,23.7,3988141,36,4499497,3705429,2049236,0
843,2100381,4.4,1340997,120,4398165,3785024,1488736,0
502,1054779,24.1,1860641,84,2650462,436142,522142,1
630,1663574,5.6,1256495,84,12839,1406592,2886442,1
709,2139472,29.0,1603695,48,7624346,3089977,2752560,0
390,2689768,20.6,2278842,84,4915640,3301141,1247151,0
839,4619514,2.7,1205204,60,6043768,3104485,676836,0
421,2815280,20.8,1680844,60,3498486,1689526,1162136,0
785,2058160,18.1,1442966,84,4056117,4313881,1182352,0
696,3370214,10.1,476439,120,3556240,390130,2750719,0
384,3910668,7.8,3157448,60,3438219,4113033,200594,0
735,2266411,21.6,3570585,48,5365376,4699283,1898751,0
418,2548475,22.2,1993500,60,7966951,3425822,2305623,0
660,1245619,9.8,858472,84,6218830,2147531,2287552,0
876,4350981,26.3,2590071,120,5339073,1902738,579612,0
872,4360842,8.1,2159616,60,96678,2178814,1238231,0
823,1039568,2.1,2227325,120,4111438,832028,1026150,1
596,1860804,18.0,2399479,84,7646022,1110063,1221005,0
636,1505350,3.2,2885694,120,3183553,3178415,261231,1
480,4630129,8.3,210969,84,4395546,2750940,249911,0
853,513078,15.2,442690,120,2596663,2484849,72462,0
586,1195296,8.6,428063,24,1529299,2374068,2900232,1
763,1711555,6.4,660807,120,5643356,389711,1250382,0
516,2888276,21.1,3888175,36,2508062,4338283,683877,1
744,1395098,16.4,2933600,84,4703084,4777810,2393055,0
434,2775752,25.2,2674824,36,4748293,1226273,1482801,0
741,3786687,17.4,2810473,48,6785479,1572097,1093628,0
327,4177510,14.5,182582,84,7504787,3151867,343830,0
362,675496,7.8,892604,48,4428486,10703,1158097,1
511,866486,23.8,3187087,84,402751,510576,1940861,1
589,656929,5.9,1877926,12,4658651,4508452,1870305,0
727,4567699,7.3,2058744,84,7077224,862685,1172626,0
515,3330075,25.2,3013479,36,3818852,2885254,1839139,0
311,2750855,22.2,347038,84,4517629,4411729,2302986,0
495,3996380,18.4,3204664,24,6100968,3665304,2790881,1
563,3013325,1.2,2738971,60,3512071,1359775,1585136,0
626,1330179,3.8,1644273,60,3319937,763331,683351,1
687,2648798,15.0,2022440,12,3857214,3589435,388438,0
448,3575415,22.4,343247,48,6815517,2023028,473100,0
666,372919,13.9,859433,60,3903979,4837907,32221,0
679,3110410,0.5,1023176,84,2616358,3225306,1674306,0
766,2586035,5.5,3516924,120,4773841,55148,637346,1
613,533630,17.7,495188,36,5541001,1254823,678271,0
787,1465038,20.8,1200950,60,7301779,3722273,2173040,0
433,2352968,1.0,570417,24,7143768,3507495,959040,0
727,1844903,1.3,1173998,120,6265614,3709328,2485543,0
327,1592319,7.8,91943,120,6152591,1168074,411114,0
361,3315688,2.5,1127455,120,3594546,1246475,1024005,0
819,2140941,16.3,2908779,48,2740865,1045639,154741,0
585,2588946,3.7,3081451,36,4502538,3478913,1607775,0
673,4031916,19.4,1548588,84,5650712,58123,374541,0
662,647447,23.3,2839169,84,4147682,4071263,720040,0
717,1927544,29.1,2493818,24,1655878,1409534,2206441,0
447,550598,28.5,3617426,48,118105,2440117,2641330,1
407,4651176,8.2,3228346,60,465320,1233684,1636310,1
325,1091157,0.9,955890,48,3409770,2126330,2895622,1
819,4135365,9.9,2375086,36,6331054,3821783,2270014,0
434,1116248,21.3,3156140,24,6319193,992242,2258820,1
645,1755471,1.8,1257268,36,6464073,2848550,2971814,0
573,3119844,10.8,2313530,24,5672523,286334,266660,0
397,4190598,8.9,1631004,36,183447,889122,696590,0
548,1053509,6.6,1269284,24,7067227,3422230,1311356,0
350,1222982,21.2,837404,36,7582361,2840637,1855004,0
406,4432254,19.8,190043,60,6798102,3057277,2971518,0
383,1745431,16.1,3011899,36,3567199,1127218,297043,1
795,1206851,27.3,3284843,12,1717496,1031011,688154,1
641,3768909,3.1,2624340,84,7242178,2127511,894541,0
856,637431,4.5,1002232,48,1481509,645008,2011415,0
562,4361431,11.5,124351,60,6305396,4441041,2855066,0
